,location,target,type,quantile,forecast_date,target_end_date,value
0,US,0 day ahead inc death,point,,2020-06-08,2020-06-08,963
1,US,1 day ahead inc death,point,,2020-06-08,2020-06-09,953
2,US,2 day ahead inc death,point,,2020-06-08,2020-06-10,943
3,US,3 day ahead inc death,point,,2020-06-08,2020-06-11,932
4,US,4 day ahead inc death,point,,2020-06-08,2020-06-12,920
5,US,5 day ahead inc death,point,,2020-06-08,2020-06-13,908
6,US,6 day ahead inc death,point,,2020-06-08,2020-06-14,896
7,US,7 day ahead inc death,point,,2020-06-08,2020-06-15,883
8,US,8 day ahead inc death,point,,2020-06-08,2020-06-16,879
9,US,9 day ahead inc death,point,,2020-06-08,2020-06-17,872
10,US,10 day ahead inc death,point,,2020-06-08,2020-06-18,865
11,US,11 day ahead inc death,point,,2020-06-08,2020-06-19,857
12,US,12 day ahead inc death,point,,2020-06-08,2020-06-20,849
13,US,13 day ahead inc death,point,,2020-06-08,2020-06-21,841
14,US,14 day ahead inc death,point,,2020-06-08,2020-06-22,832
15,US,15 day ahead inc death,point,,2020-06-08,2020-06-23,822
16,US,16 day ahead inc death,point,,2020-06-08,2020-06-24,812
17,US,17 day ahead inc death,point,,2020-06-08,2020-06-25,802
18,US,18 day ahead inc death,point,,2020-06-08,2020-06-26,791
19,US,19 day ahead inc death,point,,2020-06-08,2020-06-27,780
20,US,20 day ahead inc death,point,,2020-06-08,2020-06-28,769
21,US,21 day ahead inc death,point,,2020-06-08,2020-06-29,757
22,US,22 day ahead inc death,point,,2020-06-08,2020-06-30,745
23,US,23 day ahead inc death,point,,2020-06-08,2020-07-01,733
24,US,24 day ahead inc death,point,,2020-06-08,2020-07-02,721
25,US,25 day ahead inc death,point,,2020-06-08,2020-07-03,716
26,US,26 day ahead inc death,point,,2020-06-08,2020-07-04,708
27,US,27 day ahead inc death,point,,2020-06-08,2020-07-05,701
28,US,28 day ahead inc death,point,,2020-06-08,2020-07-06,694
29,US,29 day ahead inc death,point,,2020-06-08,2020-07-07,686
30,US,30 day ahead inc death,point,,2020-06-08,2020-07-08,678
31,US,31 day ahead inc death,point,,2020-06-08,2020-07-09,669
32,US,32 day ahead inc death,point,,2020-06-08,2020-07-10,661
33,US,33 day ahead inc death,point,,2020-06-08,2020-07-11,652
34,US,34 day ahead inc death,point,,2020-06-08,2020-07-12,643
35,US,35 day ahead inc death,point,,2020-06-08,2020-07-13,633
36,US,36 day ahead inc death,point,,2020-06-08,2020-07-14,624
37,US,37 day ahead inc death,point,,2020-06-08,2020-07-15,614
38,US,38 day ahead inc death,point,,2020-06-08,2020-07-16,604
39,US,39 day ahead inc death,point,,2020-06-08,2020-07-17,594
40,US,40 day ahead inc death,point,,2020-06-08,2020-07-18,584
41,US,41 day ahead inc death,point,,2020-06-08,2020-07-19,574
42,US,42 day ahead inc death,point,,2020-06-08,2020-07-20,564
43,US,43 day ahead inc death,point,,2020-06-08,2020-07-21,553
44,US,44 day ahead inc death,point,,2020-06-08,2020-07-22,543
45,US,45 day ahead inc death,point,,2020-06-08,2020-07-23,532
46,US,46 day ahead inc death,point,,2020-06-08,2020-07-24,528
47,US,47 day ahead inc death,point,,2020-06-08,2020-07-25,521
48,US,48 day ahead inc death,point,,2020-06-08,2020-07-26,515
49,US,49 day ahead inc death,point,,2020-06-08,2020-07-27,508
50,US,50 day ahead inc death,point,,2020-06-08,2020-07-28,502
51,US,51 day ahead inc death,point,,2020-06-08,2020-07-29,495
52,US,52 day ahead inc death,point,,2020-06-08,2020-07-30,488
53,US,53 day ahead inc death,point,,2020-06-08,2020-07-31,481
54,US,54 day ahead inc death,point,,2020-06-08,2020-08-01,474
55,US,55 day ahead inc death,point,,2020-06-08,2020-08-02,467
56,US,56 day ahead inc death,point,,2020-06-08,2020-08-03,460
57,US,57 day ahead inc death,point,,2020-06-08,2020-08-04,453
58,US,58 day ahead inc death,point,,2020-06-08,2020-08-05,445
59,US,59 day ahead inc death,point,,2020-06-08,2020-08-06,438
60,US,60 day ahead inc death,point,,2020-06-08,2020-08-07,436
